(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.901041567325592
(1211), addressbook, State1:state24, State2:state479, Human Classification:2, cosine similarity: 0.7499998807907104
(1212), addressbook, State1:state434, State2:state589, Human Classification:2, cosine similarity: 0.8906248807907104
(1213), addressbook, State1:state560, State2:state674, Human Classification:2, cosine similarity: 0.8437498807907104
(1214), addressbook, State1:state141, State2:state150, Human Classification:2, cosine similarity: 0.940104067325592
(1215), addressbook, State1:state75, State2:state252, Human Classification:2, cosine similarity: 0.8593748807907104
(1216), addressbook, State1:state75, State2:state697, Human Classification:2, cosine similarity: 0.854166567325592
(1217), addressbook, State1:index, State2:state692, Human Classification:2, cosine similarity: 0.9140624403953552
(1218), addressbook, State1:state686, State2:state715, Human Classification:1, cosine similarity: 0.9999999403953552
(1219), addressbook, State1:state489, State2:state674, Human Classification:2, cosine similarity: 0.8593748211860657
(1220), addressbook, State1:state64, State2:state718, Human Classification:2, cosine similarity: 0.9088541269302368
(1221), addressbook, State1:state269, State2:state508, Human Classification:1, cosine similarity: 0.986979067325592
(1222), addressbook, State1:state321, State2:state713, Human Classification:2, cosine similarity: 0.9765623807907104
(1223), addressbook, State1:state310, State2:state593, Human Classification:2, cosine similarity: 0.8958332538604736
(1224), addressbook, State1:state50, State2:state75, Human Classification:2, cosine similarity: 0.8671874403953552
(1225), addressbook, State1:state321, State2:state692, Human Classification:2, cosine similarity: 0.9765623807907104
(1226), addressbook, State1:state272, State2:state504, Human Classification:2, cosine similarity: 0.8984373211860657
(1227), addressbook, State1:state29, State2:state310, Human Classification:2, cosine similarity: 0.8645831942558289
(1228), addressbook, State1:state275, State2:state315, Human Classification:2, cosine similarity: 0.9739581942558289
(1229), addressbook, State1:state68, State2:state512, Human Classification:2, cosine similarity: 0.9114582538604736
(1230), addressbook, State1:state196, State2:state464, Human Classification:2, cosine similarity: 0.8958331942558289
(1231), addressbook, State1:state508, State2:state638, Human Classification:2, cosine similarity: 0.8593748211860657
(1232), addressbook, State1:state575, State2:state715, Human Classification:1, cosine similarity: 0.9999999403953552
(1233), addressbook, State1:state202, State2:state392, Human Classification:2, cosine similarity: 0.979166567325592
(1234), addressbook, State1:state162, State2:state697, Human Classification:2, cosine similarity: 0.8593748807907104
(1235), addressbook, State1:state409, State2:state420, Human Classification:2, cosine similarity: 0.908854067325592
(1236), addressbook, State1:state517, State2:state660, Human Classification:2, cosine similarity: 0.8593748211860657
(1237), addressbook, State1:state619, State2:state700, Human Classification:2, cosine similarity: 0.8958331942558289
(1238), addressbook, State1:state199, State2:state349, Human Classification:1, cosine similarity: 0.979166567325592
(1239), addressbook, State1:state269, State2:state514, Human Classification:1, cosine similarity: 0.986979067325592
(1240), addressbook, State1:state538, State2:state721, Human Classification:1, cosine similarity: 0.9999999403953552
(1241), addressbook, State1:state165, State2:state199, Human Classification:1, cosine similarity: 0.9739582538604736
(1242), addressbook, State1:state344, State2:state389, Human Classification:2, cosine similarity: 0.9739582538604736
(1243), addressbook, State1:state16, State2:state355, Human Classification:2, cosine similarity: 0.8567707538604736
(1244), addressbook, State1:state252, State2:state514, Human Classification:1, cosine similarity: 0.9817707538604736
(1245), addressbook, State1:state8, State2:state651, Human Classification:2, cosine similarity: 0.8776040077209473
(1246), addressbook, State1:state173, State2:state686, Human Classification:2, cosine similarity: 0.8671873807907104
(1247), addressbook, State1:state54, State2:state700, Human Classification:2, cosine similarity: 0.9088541269302368
(1248), addressbook, State1:state249, State2:state489, Human Classification:1, cosine similarity: 0.9817707538604736
(1249), addressbook, State1:state27, State2:state249, Human Classification:2, cosine similarity: 0.48697906732559204
(1250), addressbook, State1:state278, State2:state331, Human Classification:2, cosine similarity: 0.9348957538604736
(1251), addressbook, State1:state39, State2:state346, Human Classification:2, cosine similarity: 0.9140623807907104
(1252), addressbook, State1:state27, State2:state437, Human Classification:2, cosine similarity: 0.4843749403953552
(1253), addressbook, State1:state138, State2:state538, Human Classification:2, cosine similarity: 0.8906248807907104
(1254), addressbook, State1:state3, State2:state321, Human Classification:2, cosine similarity: 0.8515624403953552
(1255), addressbook, State1:state523, State2:state677, Human Classification:2, cosine similarity: 0.8932290077209473
(1256), addressbook, State1:state60, State2:state697, Human Classification:2, cosine similarity: 0.9088541269302368
(1257), addressbook, State1:state700, State2:state721, Human Classification:1, cosine similarity: 0.9999999403953552
(1258), addressbook, State1:state239, State2:state443, Human Classification:2, cosine similarity: 0.916666567325592
(1259), addressbook, State1:state275, State2:state651, Human Classification:2, cosine similarity: 0.8437498807907104
(1260), addressbook, State1:state355, State2:state432, Human Classification:2, cosine similarity: 0.8958331942558289
(1261), addressbook, State1:state50, State2:state321, Human Classification:2, cosine similarity: 0.9114581942558289
(1262), addressbook, State1:state143, State2:state202, Human Classification:2, cosine similarity: 0.9427081942558289
(1263), addressbook, State1:state54, State2:state566, Human Classification:2, cosine similarity: 0.9088541269302368
(1264), addressbook, State1:state459, State2:state668, Human Classification:2, cosine similarity: 0.8723956942558289
(1265), addressbook, State1:state64, State2:state508, Human Classification:2, cosine similarity: 0.9114582538604736
(1266), addressbook, State1:state538, State2:state550, Human Classification:1, cosine similarity: 0.9999999403953552
(1267), addressbook, State1:state310, State2:state529, Human Classification:1, cosine similarity: 0.986979067325592
(1268), addressbook, State1:state392, State2:state566, Human Classification:1, cosine similarity: 0.9921874403953552
(1269), addressbook, State1:state437, State2:state514, Human Classification:1, cosine similarity: 0.9973957538604736
(1270), addressbook, State1:state57, State2:state529, Human Classification:2, cosine similarity: 0.8802081942558289
(1271), addressbook, State1:state681, State2:state715, Human Classification:1, cosine similarity: 0.9999999403953552
(1272), addressbook, State1:state409, State2:state412, Human Classification:2, cosine similarity: 0.9348957538604736
(1273), addressbook, State1:state165, State2:state523, Human Classification:1, cosine similarity: 0.9505207538604736
(1274), addressbook, State1:state340, State2:state432, Human Classification:2, cosine similarity: 0.8958332538604736
(1275), addressbook, State1:state692, State2:state721, Human Classification:1, cosine similarity: 0.9999999403953552
(1276), addressbook, State1:state75, State2:state668, Human Classification:2, cosine similarity: 0.7239581942558289
(1277), addressbook, State1:state340, State2:state724, Human Classification:2, cosine similarity: 0.893229067325592
(1278), addressbook, State1:state397, State2:state677, Human Classification:2, cosine similarity: 0.8984374403953552
(1279), addressbook, State1:state68, State2:state211, Human Classification:2, cosine similarity: 0.9374998807907104
(1280), addressbook, State1:state243, State2:state493, Human Classification:2, cosine similarity: 0.9010415077209473
(1281), addressbook, State1:state239, State2:state681, Human Classification:2, cosine similarity: 0.9140623211860657
(1282), addressbook, State1:state165, State2:state692, Human Classification:1, cosine similarity: 0.9505207538604736
(1283), addressbook, State1:state138, State2:state479, Human Classification:2, cosine similarity: 0.8958332538604736
(1284), addressbook, State1:state409, State2:state563, Human Classification:2, cosine similarity: 0.9062499403953552
(1285), addressbook, State1:state29, State2:state249, Human Classification:2, cosine similarity: 0.8671873807907104
(1286), addressbook, State1:state340, State2:state508, Human Classification:2, cosine similarity: 0.8958332538604736
(1287), addressbook, State1:state68, State2:state506, Human Classification:2, cosine similarity: 0.9140623807907104
(1288), addressbook, State1:state272, State2:state310, Human Classification:1, cosine similarity: 0.9973957538604736
(1289), addressbook, State1:state389, State2:state437, Human Classification:2, cosine similarity: 0.979166567325592
(1290), addressbook, State1:state344, State2:state674, Human Classification:2, cosine similarity: 0.8593748807907104
(1291), addressbook, State1:state315, State2:state331, Human Classification:2, cosine similarity: 0.9114581942558289
(1292), addressbook, State1:state5, State2:state275, Human Classification:2, cosine similarity: 0.8828123807907104
(1293), addressbook, State1:state29, State2:state138, Human Classification:2, cosine similarity: 0.9843748807907104
(1294), addressbook, State1:state54, State2:state211, Human Classification:2, cosine similarity: 0.9374998807907104
(1295), addressbook, State1:state346, State2:state523, Human Classification:1, cosine similarity: 0.9921874403953552
(1296), addressbook, State1:state68, State2:state141, Human Classification:2, cosine similarity: 0.9348957538604736
(1297), addressbook, State1:state364, State2:state508, Human Classification:2, cosine similarity: 0.908854067325592
(1298), addressbook, State1:state33, State2:state501, Human Classification:2, cosine similarity: 0.5156249403953552
(1299), addressbook, State1:state400, State2:state532, Human Classification:1, cosine similarity: 0.9921874403953552
(1300), addressbook, State1:state173, State2:state409, Human Classification:2, cosine similarity: 0.8567707538604736
(1301), addressbook, State1:state165, State2:state724, Human Classification:1, cosine similarity: 0.9505207538604736
(1302), addressbook, State1:state389, State2:state459, Human Classification:1, cosine similarity: 0.9921874403953552
(1303), addressbook, State1:state29, State2:state211, Human Classification:2, cosine similarity: 0.869791567325592
(1304), addressbook, State1:state239, State2:state634, Human Classification:2, cosine similarity: 0.9140623807907104
(1305), addressbook, State1:state6, State2:state606, Human Classification:2, cosine similarity: 0.8723957538604736
(1306), addressbook, State1:state29, State2:state349, Human Classification:2, cosine similarity: 0.8645831942558289
(1307), addressbook, State1:state176, State2:state520, Human Classification:1, cosine similarity: 0.9609373807907104
(1308), addressbook, State1:state315, State2:state349, Human Classification:1, cosine similarity: 0.994791567325592
(1309), addressbook, State1:state216, State2:state638, Human Classification:2, cosine similarity: 0.8463540077209473
(1310), addressbook, State1:state138, State2:state529, Human Classification:2, cosine similarity: 0.8906248807907104
(1311), addressbook, State1:state508, State2:state589, Human Classification:2, cosine similarity: 0.8906248807907104
(1312), addressbook, State1:state538, State2:state583, Human Classification:1, cosine similarity: 0.9999999403953552
(1313), addressbook, State1:state272, State2:state409, Human Classification:2, cosine similarity: 0.9062498807907104
(1314), addressbook, State1:state199, State2:state634, Human Classification:2, cosine similarity: 0.9036457538604736
(1315), addressbook, State1:state173, State2:state420, Human Classification:2, cosine similarity: 0.8671873807907104
(1316), addressbook, State1:state293, State2:state651, Human Classification:2, cosine similarity: 0.8645831942558289
(1317), addressbook, State1:state634, State2:state713, Human Classification:2, cosine similarity: 0.8958331942558289
(1318), addressbook, State1:state138, State2:state514, Human Classification:2, cosine similarity: 0.8906248807907104
(1319), addressbook, State1:state33, State2:state493, Human Classification:2, cosine similarity: 0.619791567325592
(1320), addressbook, State1:state344, State2:state392, Human Classification:1, cosine similarity: 0.9999999403953552
(1321), addressbook, State1:state638, State2:state718, Human Classification:2, cosine similarity: 0.8567706942558289
(1322), addressbook, State1:state464, State2:state589, Human Classification:1, cosine similarity: 0.9973957538604736
(1323), addressbook, State1:state10, State2:state199, Human Classification:2, cosine similarity: 0.9374998807907104
(1324), addressbook, State1:state536, State2:state589, Human Classification:2, cosine similarity: 0.8880206942558289
(1325), addressbook, State1:state252, State2:state718, Human Classification:1, cosine similarity: 0.979166567325592
(1326), addressbook, State1:state10, State2:state27, Human Classification:2, cosine similarity: 0.526041567325592
(1327), addressbook, State1:state143, State2:state233, Human Classification:2, cosine similarity: 0.9062498807907104
(1328), addressbook, State1:state3, State2:state310, Human Classification:2, cosine similarity: 0.8776040077209473
(1329), addressbook, State1:state432, State2:state506, Human Classification:1, cosine similarity: 0.9947916269302368
(1330), addressbook, State1:state249, State2:state718, Human Classification:1, cosine similarity: 0.9765623807907104
(1331), addressbook, State1:state16, State2:state180, Human Classification:2, cosine similarity: 0.9036457538604736
(1332), addressbook, State1:state346, State2:state432, Human Classification:1, cosine similarity: 0.9973958134651184
(1333), addressbook, State1:state216, State2:state550, Human Classification:2, cosine similarity: 0.9843749403953552
(1334), addressbook, State1:state315, State2:state489, Human Classification:1, cosine similarity: 0.9921874403953552
(1335), addressbook, State1:state5, State2:state506, Human Classification:2, cosine similarity: 0.877604067325592
(1336), addressbook, State1:index, State2:state538, Human Classification:2, cosine similarity: 0.9140624403953552
(1337), addressbook, State1:state165, State2:state538, Human Classification:1, cosine similarity: 0.9505207538604736
(1338), addressbook, State1:state150, State2:state550, Human Classification:1, cosine similarity: 0.9374998807907104
(1339), addressbook, State1:state409, State2:state532, Human Classification:2, cosine similarity: 0.9062499403953552
(1340), addressbook, State1:state57, State2:state681, Human Classification:2, cosine similarity: 0.8802081942558289
(1341), addressbook, State1:state310, State2:state703, Human Classification:1, cosine similarity: 0.986979067325592
(1342), addressbook, State1:state8, State2:state141, Human Classification:2, cosine similarity: 0.8984374403953552
(1343), addressbook, State1:state54, State2:state57, Human Classification:2, cosine similarity: 0.9010415077209473
(1344), addressbook, State1:state24, State2:state679, Human Classification:2, cosine similarity: 0.7499998807907104
(1345), addressbook, State1:state275, State2:state721, Human Classification:2, cosine similarity: 0.9765623807907104
(1346), addressbook, State1:state196, State2:state638, Human Classification:2, cosine similarity: 0.8749998807907104
(1347), addressbook, State1:state233, State2:state589, Human Classification:1, cosine similarity: 0.9739581942558289
(1348), addressbook, State1:state233, State2:state656, Human Classification:2, cosine similarity: 0.9427082538604736
(1349), addressbook, State1:state143, State2:state257, Human Classification:2, cosine similarity: 0.8958331942558289
(1350), addressbook, State1:index, State2:state638, Human Classification:2, cosine similarity: 0.9036457538604736
(1351), addressbook, State1:state68, State2:state489, Human Classification:2, cosine similarity: 0.9140623807907104
(1352), addressbook, State1:state27, State2:state57, Human Classification:2, cosine similarity: 0.5130207538604736
(1353), addressbook, State1:state3, State2:state6, Human Classification:2, cosine similarity: 0.9010415077209473
(1354), addressbook, State1:state233, State2:state718, Human Classification:2, cosine similarity: 0.901041567325592
(1355), addressbook, State1:state397, State2:state412, Human Classification:2, cosine similarity: 0.8932290077209473
(1356), addressbook, State1:state269, State2:state512, Human Classification:1, cosine similarity: 0.986979067325592
(1357), addressbook, State1:state437, State2:state651, Human Classification:2, cosine similarity: 0.8593748211860657
(1358), addressbook, State1:state50, State2:state278, Human Classification:2, cosine similarity: 0.8880206942558289
(1359), addressbook, State1:state165, State2:state275, Human Classification:2, cosine similarity: 0.9531249403953552
(1360), addressbook, State1:state143, State2:state150, Human Classification:1, cosine similarity: 0.986979067325592
(1361), addressbook, State1:state392, State2:state589, Human Classification:2, cosine similarity: 0.8932290077209473
(1362), addressbook, State1:state239, State2:state651, Human Classification:2, cosine similarity: 0.8749998807907104
(1363), addressbook, State1:state75, State2:state165, Human Classification:2, cosine similarity: 0.8671873807907104
(1364), addressbook, State1:state506, State2:state536, Human Classification:1, cosine similarity: 0.9947916269302368
(1365), addressbook, State1:state165, State2:state606, Human Classification:1, cosine similarity: 0.9505207538604736
(1366), addressbook, State1:state512, State2:state715, Human Classification:1, cosine similarity: 0.9973957538604736
(1367), addressbook, State1:state10, State2:state389, Human Classification:2, cosine similarity: 0.9114581942558289
(1368), addressbook, State1:state501, State2:state703, Human Classification:2, cosine similarity: 0.8593748211860657
(1369), addressbook, State1:state517, State2:state674, Human Classification:2, cosine similarity: 0.8593748211860657
(1370), addressbook, State1:state443, State2:state593, Human Classification:2, cosine similarity: 0.8932291269302368
(1371), addressbook, State1:state3, State2:state249, Human Classification:2, cosine similarity: 0.8828123807907104
(1372), addressbook, State1:state520, State2:state597, Human Classification:1, cosine similarity: 0.9973957538604736
(1373), addressbook, State1:state5, State2:state660, Human Classification:2, cosine similarity: 0.8749999403953552
(1374), addressbook, State1:state508, State2:state709, Human Classification:1, cosine similarity: 0.9973957538604736
(1375), addressbook, State1:state409, State2:state660, Human Classification:2, cosine similarity: 0.8515624403953552
(1376), addressbook, State1:state39, State2:state202, Human Classification:2, cosine similarity: 0.9140623807907104
(1377), addressbook, State1:state211, State2:state493, Human Classification:2, cosine similarity: 0.9010415077209473
(1378), addressbook, State1:state16, State2:state489, Human Classification:2, cosine similarity: 0.8593748807907104
(1379), addressbook, State1:state54, State2:state321, Human Classification:2, cosine similarity: 0.9114581942558289
(1380), addressbook, State1:state64, State2:state378, Human Classification:2, cosine similarity: 0.9114581942558289
(1381), addressbook, State1:state407, State2:state692, Human Classification:1, cosine similarity: 0.9921874403953552
(1382), addressbook, State1:state331, State2:state718, Human Classification:2, cosine similarity: 0.9062498807907104
(1383), addressbook, State1:state143, State2:state278, Human Classification:2, cosine similarity: 0.8932290077209473
(1384), addressbook, State1:state216, State2:state651, Human Classification:2, cosine similarity: 0.8463540077209473
(1385), addressbook, State1:state39, State2:state718, Human Classification:2, cosine similarity: 0.9114582538604736
(1386), addressbook, State1:state308, State2:state651, Human Classification:2, cosine similarity: 0.8593748807907104
(1387), addressbook, State1:state162, State2:state464, Human Classification:2, cosine similarity: 0.869791567325592
(1388), addressbook, State1:state349, State2:state538, Human Classification:1, cosine similarity: 0.9921874403953552
(1389), addressbook, State1:state310, State2:state409, Human Classification:2, cosine similarity: 0.9114581942558289
(1390), addressbook, State1:state199, State2:state724, Human Classification:1, cosine similarity: 0.971354067325592
(1391), addressbook, State1:state321, State2:state501, Human Classification:2, cosine similarity: 0.8437498807907104
(1392), addressbook, State1:state176, State2:state724, Human Classification:1, cosine similarity: 0.9583332538604736
(1393), addressbook, State1:state529, State2:state538, Human Classification:1, cosine similarity: 0.9999999403953552
(1394), addressbook, State1:state141, State2:state493, Human Classification:2, cosine similarity: 0.875
(1395), addressbook, State1:state162, State2:state180, Human Classification:2, cosine similarity: 0.9791665077209473
(1396), addressbook, State1:state75, State2:state150, Human Classification:2, cosine similarity: 0.8671873211860657
(1397), addressbook, State1:state575, State2:state651, Human Classification:2, cosine similarity: 0.8593748211860657
(1398), addressbook, State1:index, State2:state593, Human Classification:2, cosine similarity: 0.8697915077209473
(1399), addressbook, State1:state420, State2:state713, Human Classification:1, cosine similarity: 0.9895832538604736
(1400), addressbook, State1:state656, State2:state703, Human Classification:2, cosine similarity: 0.8984373211860657
(1401), addressbook, State1:state346, State2:state538, Human Classification:1, cosine similarity: 0.9921874403953552
(1402), addressbook, State1:state252, State2:state355, Human Classification:2, cosine similarity: 0.8984373807907104
(1403), addressbook, State1:state651, State2:state679, Human Classification:2, cosine similarity: 0.8593748211860657
(1404), addressbook, State1:state589, State2:state668, Human Classification:2, cosine similarity: 0.9296873807907104
(1405), addressbook, State1:state331, State2:state355, Human Classification:2, cosine similarity: 0.9322916269302368
(1406), addressbook, State1:state409, State2:state560, Human Classification:2, cosine similarity: 0.885416567325592
(1407), addressbook, State1:state180, State2:state397, Human Classification:2, cosine similarity: 0.877604067325592
(1408), addressbook, State1:state50, State2:state727, Human Classification:2, cosine similarity: 0.9088541269302368
(1409), addressbook, State1:state211, State2:state455, Human Classification:2, cosine similarity: 0.9036457538604736
(1410), addressbook, State1:state278, State2:state523, Human Classification:2, cosine similarity: 0.893229067325592
(1411), addressbook, State1:state33, State2:state437, Human Classification:2, cosine similarity: 0.8359373807907104
(1412), addressbook, State1:state520, State2:state713, Human Classification:1, cosine similarity: 0.994791567325592
(1413), addressbook, State1:state50, State2:state459, Human Classification:2, cosine similarity: 0.9114581942558289
(1414), addressbook, State1:state443, State2:state508, Human Classification:1, cosine similarity: 0.9973957538604736
(1415), addressbook, State1:state512, State2:state677, Human Classification:2, cosine similarity: 0.8958332538604736
(1416), addressbook, State1:state563, State2:state724, Human Classification:1, cosine similarity: 0.9999999403953552
(1417), addressbook, State1:state293, State2:state724, Human Classification:2, cosine similarity: 0.916666567325592
(1418), addressbook, State1:state39, State2:state493, Human Classification:2, cosine similarity: 0.9374998211860657
(1419), addressbook, State1:state437, State2:state597, Human Classification:1, cosine similarity: 0.994791567325592
(1420), addressbook, State1:state407, State2:state593, Human Classification:2, cosine similarity: 0.8932291269302368
(1421), addressbook, State1:state75, State2:state344, Human Classification:2, cosine similarity: 0.8619790077209473
(1422), addressbook, State1:state520, State2:state709, Human Classification:1, cosine similarity: 0.9973957538604736
(1423), addressbook, State1:state550, State2:state638, Human Classification:2, cosine similarity: 0.8593748211860657
(1424), addressbook, State1:index, State2:state459, Human Classification:2, cosine similarity: 0.8984373807907104
(1425), addressbook, State1:state400, State2:state575, Human Classification:1, cosine similarity: 0.9921874403953552
(1426), addressbook, State1:state64, State2:state543, Human Classification:2, cosine similarity: 0.8671873807907104
(1427), addressbook, State1:state57, State2:state310, Human Classification:2, cosine similarity: 0.8906248807907104
(1428), addressbook, State1:state150, State2:state674, Human Classification:2, cosine similarity: 0.8749999403953552
(1429), addressbook, State1:state233, State2:state378, Human Classification:2, cosine similarity: 0.8723957538604736
(1430), addressbook, State1:state293, State2:state681, Human Classification:2, cosine similarity: 0.916666567325592
(1431), addressbook, State1:state64, State2:state700, Human Classification:2, cosine similarity: 0.9088541269302368
(1432), addressbook, State1:state437, State2:state479, Human Classification:1, cosine similarity: 0.9999999403953552
(1433), addressbook, State1:state346, State2:state647, Human Classification:2, cosine similarity: 0.901041567325592
(1434), addressbook, State1:state407, State2:state703, Human Classification:1, cosine similarity: 0.9921874403953552
(1435), addressbook, State1:state211, State2:state634, Human Classification:2, cosine similarity: 0.9010415077209473
(1436), addressbook, State1:state60, State2:state378, Human Classification:2, cosine similarity: 0.9114581942558289
(1437), addressbook, State1:state29, State2:state501, Human Classification:2, cosine similarity: 0.6145832538604736
(1438), addressbook, State1:state321, State2:state651, Human Classification:2, cosine similarity: 0.8437498807907104
(1439), addressbook, State1:state216, State2:state293, Human Classification:2, cosine similarity: 0.8932291269302368
(1440), addressbook, State1:state397, State2:state464, Human Classification:2, cosine similarity: 0.8932290077209473
(1441), addressbook, State1:state269, State2:state412, Human Classification:2, cosine similarity: 0.8984373211860657
(1442), addressbook, State1:state308, State2:state315, Human Classification:1, cosine similarity: 0.9999999403953552
(1443), addressbook, State1:state165, State2:state389, Human Classification:2, cosine similarity: 0.9531249403953552
(1444), addressbook, State1:index, State2:state202, Human Classification:2, cosine similarity: 0.9036457538604736
(1445), addressbook, State1:state143, State2:state706, Human Classification:1, cosine similarity: 0.924479067325592
(1446), addressbook, State1:state340, State2:state715, Human Classification:2, cosine similarity: 0.893229067325592
(1447), addressbook, State1:state202, State2:state455, Human Classification:2, cosine similarity: 0.8854165077209473
(1448), addressbook, State1:state272, State2:state459, Human Classification:2, cosine similarity: 0.9739582538604736
(1449), addressbook, State1:state3, State2:state252, Human Classification:2, cosine similarity: 0.8828123807907104
(1450), addressbook, State1:state173, State2:state660, Human Classification:2, cosine similarity: 0.7473956942558289
(1451), addressbook, State1:state583, State2:state606, Human Classification:1, cosine similarity: 0.9999999403953552
(1452), addressbook, State1:state407, State2:state543, Human Classification:2, cosine similarity: 0.901041567325592
(1453), addressbook, State1:state403, State2:state532, Human Classification:1, cosine similarity: 0.9921874403953552
(1454), addressbook, State1:state243, State2:state278, Human Classification:2, cosine similarity: 0.8984373807907104
(1455), addressbook, State1:state420, State2:state501, Human Classification:2, cosine similarity: 0.8593748211860657
(1456), addressbook, State1:state16, State2:state308, Human Classification:2, cosine similarity: 0.8593748807907104
(1457), addressbook, State1:state150, State2:state243, Human Classification:1, cosine similarity: 0.9661457538604736
(1458), addressbook, State1:state526, State2:state686, Human Classification:1, cosine similarity: 0.9973957538604736
(1459), addressbook, State1:state315, State2:state713, Human Classification:1, cosine similarity: 0.9843748807907104
(1460), addressbook, State1:state677, State2:state703, Human Classification:2, cosine similarity: 0.8932290077209473
(1461), addressbook, State1:state141, State2:state239, Human Classification:1, cosine similarity: 0.450520783662796
(1462), addressbook, State1:state29, State2:state690, Human Classification:2, cosine similarity: 0.8567707538604736
(1463), addressbook, State1:state293, State2:state727, Human Classification:2, cosine similarity: 0.916666567325592
(1464), addressbook, State1:state583, State2:state715, Human Classification:1, cosine similarity: 0.9999999403953552
(1465), addressbook, State1:state321, State2:state543, Human Classification:2, cosine similarity: 0.8828124403953552
(1466), addressbook, State1:state54, State2:state690, Human Classification:2, cosine similarity: 0.9088541269302368
(1467), addressbook, State1:state211, State2:state400, Human Classification:1, cosine similarity: 0.979166567325592
(1468), addressbook, State1:state138, State2:state634, Human Classification:2, cosine similarity: 0.9453124403953552
(1469), addressbook, State1:state504, State2:state686, Human Classification:2, cosine similarity: 0.8880206942558289
(1470), addressbook, State1:index, State2:state176, Human Classification:2, cosine similarity: 0.9453123807907104
(1471), addressbook, State1:state173, State2:state624, Human Classification:2, cosine similarity: 0.7473956942558289
(1472), addressbook, State1:state321, State2:state679, Human Classification:2, cosine similarity: 0.979166567325592
(1473), addressbook, State1:state143, State2:state275, Human Classification:2, cosine similarity: 0.9374998807907104
(1474), addressbook, State1:state141, State2:state455, Human Classification:1, cosine similarity: 0.450520783662796
(1475), addressbook, State1:state39, State2:state199, Human Classification:2, cosine similarity: 0.9114581942558289
(1476), addressbook, State1:state33, State2:state364, Human Classification:2, cosine similarity: 0.8593748807907104
(1477), addressbook, State1:state346, State2:state575, Human Classification:1, cosine similarity: 0.9921874403953552
(1478), addressbook, State1:state523, State2:state624, Human Classification:2, cosine similarity: 0.8593748211860657
(1479), addressbook, State1:state308, State2:state520, Human Classification:1, cosine similarity: 0.9895832538604736
(1480), addressbook, State1:state75, State2:state651, Human Classification:2, cosine similarity: 0.6953123807907104
(1481), addressbook, State1:state196, State2:state651, Human Classification:2, cosine similarity: 0.8749998807907104
(1482), addressbook, State1:state550, State2:state700, Human Classification:1, cosine similarity: 0.9999999403953552
(1483), addressbook, State1:state6, State2:state686, Human Classification:2, cosine similarity: 0.8723957538604736
(1484), addressbook, State1:state459, State2:state563, Human Classification:2, cosine similarity: 0.979166567325592
(1485), addressbook, State1:state6, State2:state344, Human Classification:2, cosine similarity: 0.877604067325592
(1486), addressbook, State1:state150, State2:state364, Human Classification:2, cosine similarity: 0.8906249403953552
(1487), addressbook, State1:state252, State2:state346, Human Classification:1, cosine similarity: 0.986979067325592
(1488), addressbook, State1:state60, State2:state331, Human Classification:2, cosine similarity: 0.8749998807907104
(1489), addressbook, State1:state272, State2:state407, Human Classification:1, cosine similarity: 0.9921873807907104
(1490), addressbook, State1:state293, State2:state443, Human Classification:2, cosine similarity: 0.9192706942558289
(1491), addressbook, State1:state344, State2:state589, Human Classification:2, cosine similarity: 0.8932290077209473
(1492), addressbook, State1:state278, State2:state318, Human Classification:2, cosine similarity: 0.8984373807907104
(1493), addressbook, State1:state247, State2:state506, Human Classification:1, cosine similarity: 0.9817707538604736
(1494), addressbook, State1:state434, State2:state508, Human Classification:1, cosine similarity: 0.9973957538604736
(1495), addressbook, State1:state392, State2:state432, Human Classification:1, cosine similarity: 0.9973958134651184
(1496), addressbook, State1:state434, State2:state674, Human Classification:2, cosine similarity: 0.8593748211860657
(1497), addressbook, State1:state532, State2:state583, Human Classification:1, cosine similarity: 0.9999999403953552
(1498), addressbook, State1:state293, State2:state308, Human Classification:2, cosine similarity: 0.9166666269302368
(1499), addressbook, State1:state252, State2:state397, Human Classification:1, cosine similarity: 0.986979067325592
(1500), addressbook, State1:state331, State2:state697, Human Classification:2, cosine similarity: 0.9062498807907104
(1501), addressbook, State1:state27, State2:state239, Human Classification:2, cosine similarity: 0.47916656732559204
(1502), addressbook, State1:state293, State2:state523, Human Classification:2, cosine similarity: 0.916666567325592
(1503), addressbook, State1:state517, State2:state575, Human Classification:1, cosine similarity: 0.9973957538604736
(1504), addressbook, State1:state349, State2:state724, Human Classification:1, cosine similarity: 0.9921874403953552
(1505), addressbook, State1:state532, State2:state713, Human Classification:1, cosine similarity: 0.9973957538604736
(1506), addressbook, State1:state407, State2:state656, Human Classification:2, cosine similarity: 0.8984373211860657
(1507), addressbook, State1:state308, State2:state512, Human Classification:1, cosine similarity: 0.9895832538604736
(1508), addressbook, State1:index, State2:state647, Human Classification:2, cosine similarity: 0.9609373211860657
(1509), addressbook, State1:state434, State2:state721, Human Classification:1, cosine similarity: 0.994791567325592
(1510), addressbook, State1:state526, State2:state536, Human Classification:1, cosine similarity: 0.9973957538604736
(1511), addressbook, State1:state38, State2:state321, Human Classification:2, cosine similarity: 0.7265624403953552
(1512), addressbook, State1:state8, State2:state165, Human Classification:2, cosine similarity: 0.8984373807907104
(1513), addressbook, State1:state321, State2:state407, Human Classification:2, cosine similarity: 0.979166567325592
(1514), addressbook, State1:state272, State2:state308, Human Classification:1, cosine similarity: 0.9973957538604736
