(0), addressbook, State1:state233, State2:state550, Human Classification:2, cosine similarity: 0.8958331942558289
(634), addressbook, State1:state550, State2:state668, Human Classification:2, cosine similarity: 0.8984374403953552
(635), addressbook, State1:state321, State2:state718, Human Classification:2, cosine similarity: 0.9531248807907104
(636), addressbook, State1:state459, State2:state464, Human Classification:2, cosine similarity: 0.8645831942558289
(637), addressbook, State1:state660, State2:state686, Human Classification:2, cosine similarity: 0.8723956942558289
(638), addressbook, State1:state141, State2:state437, Human Classification:2, cosine similarity: 0.9192706942558289
(639), addressbook, State1:state249, State2:state647, Human Classification:2, cosine similarity: 0.9114581942558289
(640), addressbook, State1:state3, State2:state315, Human Classification:2, cosine similarity: 0.8489582538604736
(641), addressbook, State1:state493, State2:state668, Human Classification:1, cosine similarity: 0.9999999403953552
(642), addressbook, State1:state3, State2:state8, Human Classification:2, cosine similarity: 0.8828124403953552
(643), addressbook, State1:state27, State2:state54, Human Classification:2, cosine similarity: 0.518229067325592
(644), addressbook, State1:state247, State2:state508, Human Classification:1, cosine similarity: 0.9817707538604736
(645), addressbook, State1:state392, State2:state437, Human Classification:1, cosine similarity: 0.9973957538604736
(646), addressbook, State1:state233, State2:state674, Human Classification:2, cosine similarity: 0.8333332538604736
(647), addressbook, State1:state202, State2:state344, Human Classification:2, cosine similarity: 0.9505207538604736
(648), addressbook, State1:state173, State2:state606, Human Classification:2, cosine similarity: 0.8593748807907104
(649), addressbook, State1:state38, State2:state432, Human Classification:2, cosine similarity: 0.8515623807907104
(650), addressbook, State1:state434, State2:state634, Human Classification:2, cosine similarity: 0.901041567325592
(651), addressbook, State1:state39, State2:state138, Human Classification:2, cosine similarity: 0.8072915077209473
(652), addressbook, State1:state141, State2:state479, Human Classification:2, cosine similarity: 0.9192706942558289
(653), addressbook, State1:state403, State2:state566, Human Classification:1, cosine similarity: 0.9999999403953552
(654), addressbook, State1:state10, State2:state479, Human Classification:2, cosine similarity: 0.9010415077209473
(655), addressbook, State1:state252, State2:state700, Human Classification:1, cosine similarity: 0.986979067325592
(656), addressbook, State1:state272, State2:state638, Human Classification:2, cosine similarity: 0.8802082538604736
(657), addressbook, State1:state400, State2:state668, Human Classification:2, cosine similarity: 0.901041567325592
(658), addressbook, State1:state455, State2:state677, Human Classification:1, cosine similarity: 0.986979067325592
(659), addressbook, State1:state340, State2:state364, Human Classification:2, cosine similarity: 0.8906248807907104
(660), addressbook, State1:state216, State2:state355, Human Classification:2, cosine similarity: 0.8567706942558289
(661), addressbook, State1:state6, State2:state165, Human Classification:2, cosine similarity: 0.9270832538604736
(662), addressbook, State1:state532, State2:state606, Human Classification:1, cosine similarity: 0.9999999403953552
(663), addressbook, State1:state196, State2:state211, Human Classification:1, cosine similarity: 0.9817707538604736
(664), addressbook, State1:state504, State2:state634, Human Classification:2, cosine similarity: 0.9296874403953552
(665), addressbook, State1:state3, State2:state187, Human Classification:2, cosine similarity: 0.8593748807907104
(666), addressbook, State1:state33, State2:state272, Human Classification:2, cosine similarity: 0.8359373807907104
(667), addressbook, State1:state529, State2:state718, Human Classification:1, cosine similarity: 0.9973958134651184
(668), addressbook, State1:state668, State2:state706, Human Classification:2, cosine similarity: 0.8984374403953552
(669), addressbook, State1:state165, State2:state583, Human Classification:1, cosine similarity: 0.971354067325592
(670), addressbook, State1:state656, State2:state686, Human Classification:2, cosine similarity: 0.8984374403953552
(671), addressbook, State1:state50, State2:state392, Human Classification:2, cosine similarity: 0.9036456346511841
(672), addressbook, State1:state162, State2:state202, Human Classification:2, cosine similarity: 0.8802082538604736
(673), addressbook, State1:state196, State2:state437, Human Classification:1, cosine similarity: 0.9661456942558289
(674), addressbook, State1:state257, State2:state378, Human Classification:2, cosine similarity: 0.8645831942558289
(675), addressbook, State1:state536, State2:state575, Human Classification:1, cosine similarity: 0.9999999403953552
(676), addressbook, State1:index, State2:state247, Human Classification:2, cosine similarity: 0.8723957538604736
(677), addressbook, State1:state560, State2:state700, Human Classification:2, cosine similarity: 0.9505206942558289
(678), addressbook, State1:state138, State2:state412, Human Classification:2, cosine similarity: 0.8567706942558289
(679), addressbook, State1:state269, State2:state344, Human Classification:1, cosine similarity: 0.994791567325592
(680), addressbook, State1:state443, State2:state506, Human Classification:1, cosine similarity: 0.9999999403953552
(681), addressbook, State1:state349, State2:state504, Human Classification:2, cosine similarity: 0.8958332538604736
(682), addressbook, State1:state33, State2:state243, Human Classification:2, cosine similarity: 0.8437498807907104
(683), addressbook, State1:state211, State2:state252, Human Classification:1, cosine similarity: 0.9895832538604736
(684), addressbook, State1:state29, State2:state269, Human Classification:2, cosine similarity: 0.8984373807907104
(685), addressbook, State1:state162, State2:state409, Human Classification:2, cosine similarity: 0.8281249403953552
(686), addressbook, State1:state597, State2:state715, Human Classification:1, cosine similarity: 0.9973958134651184
(687), addressbook, State1:state538, State2:state589, Human Classification:2, cosine similarity: 0.8932291269302368
(688), addressbook, State1:state252, State2:state389, Human Classification:2, cosine similarity: 0.9505206942558289
(689), addressbook, State1:index, State2:state563, Human Classification:2, cosine similarity: 0.8593748807907104
(690), addressbook, State1:state310, State2:state634, Human Classification:2, cosine similarity: 0.908854067325592
(691), addressbook, State1:state479, State2:state703, Human Classification:1, cosine similarity: 0.9973958134651184
(692), addressbook, State1:state243, State2:state257, Human Classification:2, cosine similarity: 0.8906249403953552
(693), addressbook, State1:state150, State2:state308, Human Classification:1, cosine similarity: 0.9531248807907104
(694), addressbook, State1:state331, State2:state679, Human Classification:2, cosine similarity: 0.8802082538604736
(695), addressbook, State1:state24, State2:state293, Human Classification:2, cosine similarity: 0.7213540077209473
(696), addressbook, State1:state39, State2:state293, Human Classification:2, cosine similarity: 0.7473957538604736
(697), addressbook, State1:state269, State2:state721, Human Classification:1, cosine similarity: 0.9895832538604736
(698), addressbook, State1:state257, State2:state674, Human Classification:2, cosine similarity: 0.8281248807907104
(699), addressbook, State1:state138, State2:state700, Human Classification:2, cosine similarity: 0.8619791269302368
(700), addressbook, State1:state679, State2:state721, Human Classification:1, cosine similarity: 0.9973958134651184
(701), addressbook, State1:state64, State2:state269, Human Classification:2, cosine similarity: 0.908854067325592
(702), addressbook, State1:state249, State2:state272, Human Classification:1, cosine similarity: 0.9973957538604736
(703), addressbook, State1:state54, State2:state68, Human Classification:0, cosine similarity: 0.9999999403953552
(704), addressbook, State1:state33, State2:state624, Human Classification:2, cosine similarity: 0.8906249403953552
(705), addressbook, State1:state3, State2:state706, Human Classification:2, cosine similarity: 0.8463540077209473
(706), addressbook, State1:state187, State2:state606, Human Classification:2, cosine similarity: 0.955729067325592
(707), addressbook, State1:state5, State2:state493, Human Classification:2, cosine similarity: 0.9062498807907104
(708), addressbook, State1:state272, State2:state647, Human Classification:2, cosine similarity: 0.9114581942558289
(709), addressbook, State1:state593, State2:state715, Human Classification:2, cosine similarity: 0.869791567325592
(710), addressbook, State1:state249, State2:state318, Human Classification:1, cosine similarity: 0.994791567325592
(711), addressbook, State1:state64, State2:state656, Human Classification:2, cosine similarity: 0.9427082538604736
(712), addressbook, State1:state506, State2:state523, Human Classification:1, cosine similarity: 0.9999999403953552
(713), addressbook, State1:state392, State2:state443, Human Classification:1, cosine similarity: 0.9999999403953552
(714), addressbook, State1:state407, State2:state563, Human Classification:1, cosine similarity: 0.9999999403953552
(715), addressbook, State1:state318, State2:state508, Human Classification:1, cosine similarity: 0.9921874403953552
(716), addressbook, State1:state252, State2:state706, Human Classification:1, cosine similarity: 0.986979067325592
(717), addressbook, State1:state216, State2:state647, Human Classification:2, cosine similarity: 0.869791567325592
(718), addressbook, State1:state331, State2:state597, Human Classification:2, cosine similarity: 0.8802082538604736
(719), addressbook, State1:state378, State2:state538, Human Classification:2, cosine similarity: 0.9505206942558289
(720), addressbook, State1:state293, State2:state677, Human Classification:1, cosine similarity: 0.9661456942558289
(721), addressbook, State1:state68, State2:state624, Human Classification:2, cosine similarity: 0.8984373807907104
(722), addressbook, State1:state403, State2:state690, Human Classification:1, cosine similarity: 0.9973958134651184
(723), addressbook, State1:state199, State2:state514, Human Classification:1, cosine similarity: 0.971354067325592
(724), addressbook, State1:state38, State2:state412, Human Classification:2, cosine similarity: 0.861979067325592
(725), addressbook, State1:state50, State2:state364, Human Classification:2, cosine similarity: 0.8541666269302368
(726), addressbook, State1:state501, State2:state560, Human Classification:2, cosine similarity: 0.8802082538604736
(727), addressbook, State1:state239, State2:state677, Human Classification:1, cosine similarity: 0.9531248807907104
(728), addressbook, State1:state173, State2:state489, Human Classification:2, cosine similarity: 0.8619791269302368
(729), addressbook, State1:state504, State2:state713, Human Classification:2, cosine similarity: 0.8932291269302368
(730), addressbook, State1:state60, State2:state315, Human Classification:2, cosine similarity: 0.908854067325592
(731), addressbook, State1:index, State2:state506, Human Classification:2, cosine similarity: 0.8619790077209473
(732), addressbook, State1:state583, State2:state686, Human Classification:1, cosine similarity: 0.9062499403953552
(733), addressbook, State1:state6, State2:state508, Human Classification:2, cosine similarity: 0.8854165077209473
(734), addressbook, State1:state150, State2:state506, Human Classification:1, cosine similarity: 0.9453123807907104
(735), addressbook, State1:state187, State2:state501, Human Classification:2, cosine similarity: 0.8932290077209473
(736), addressbook, State1:state68, State2:state407, Human Classification:2, cosine similarity: 0.9010415077209473
(737), addressbook, State1:state340, State2:state634, Human Classification:2, cosine similarity: 0.9296874403953552
(738), addressbook, State1:state272, State2:state293, Human Classification:2, cosine similarity: 0.8906248807907104
(739), addressbook, State1:state523, State2:state679, Human Classification:1, cosine similarity: 0.9999999403953552
(740), addressbook, State1:state308, State2:state489, Human Classification:1, cosine similarity: 0.9739582538604736
(741), addressbook, State1:state315, State2:state517, Human Classification:1, cosine similarity: 0.9921874403953552
(742), addressbook, State1:state143, State2:state412, Human Classification:2, cosine similarity: 0.8749998807907104
(743), addressbook, State1:state315, State2:state464, Human Classification:2, cosine similarity: 0.8984374403953552
(744), addressbook, State1:state293, State2:state340, Human Classification:2, cosine similarity: 0.893229067325592
(745), addressbook, State1:state257, State2:state583, Human Classification:2, cosine similarity: 0.8906249403953552
(746), addressbook, State1:state39, State2:state432, Human Classification:2, cosine similarity: 0.7552082538604736
(747), addressbook, State1:state532, State2:state651, Human Classification:2, cosine similarity: 0.8723956942558289
(748), addressbook, State1:state420, State2:state532, Human Classification:1, cosine similarity: 0.9999999403953552
(749), addressbook, State1:state6, State2:state697, Human Classification:2, cosine similarity: 0.8828123807907104
(750), addressbook, State1:state38, State2:state686, Human Classification:2, cosine similarity: 0.8489582538604736
(751), addressbook, State1:state455, State2:state692, Human Classification:2, cosine similarity: 0.8776041269302368
(752), addressbook, State1:state5, State2:state407, Human Classification:2, cosine similarity: 0.885416567325592
(753), addressbook, State1:state247, State2:state437, Human Classification:1, cosine similarity: 0.9817707538604736
(754), addressbook, State1:state141, State2:state162, Human Classification:2, cosine similarity: 0.893229067325592
(755), addressbook, State1:state437, State2:state506, Human Classification:1, cosine similarity: 0.9999999403953552
(756), addressbook, State1:state6, State2:state674, Human Classification:2, cosine similarity: 0.8697915077209473
(757), addressbook, State1:state389, State2:state523, Human Classification:2, cosine similarity: 0.955729067325592
(758), addressbook, State1:state566, State2:state681, Human Classification:1, cosine similarity: 0.9973958134651184
(759), addressbook, State1:state269, State2:state583, Human Classification:1, cosine similarity: 0.971354067325592
(760), addressbook, State1:state202, State2:state647, Human Classification:2, cosine similarity: 0.869791567325592
(761), addressbook, State1:state346, State2:state715, Human Classification:1, cosine similarity: 0.9895832538604736
(762), addressbook, State1:state216, State2:state566, Human Classification:2, cosine similarity: 0.9505207538604736
(763), addressbook, State1:state10, State2:state315, Human Classification:2, cosine similarity: 0.908854067325592
(764), addressbook, State1:state38, State2:state459, Human Classification:2, cosine similarity: 0.752604067325592
(765), addressbook, State1:state138, State2:state432, Human Classification:2, cosine similarity: 0.8645832538604736
(766), addressbook, State1:state202, State2:state464, Human Classification:2, cosine similarity: 0.861979067325592
(767), addressbook, State1:state638, State2:state713, Human Classification:2, cosine similarity: 0.8723956942558289
(768), addressbook, State1:state176, State2:state344, Human Classification:1, cosine similarity: 0.9661457538604736
(769), addressbook, State1:state64, State2:state520, Human Classification:2, cosine similarity: 0.9010415077209473
(770), addressbook, State1:state247, State2:state520, Human Classification:1, cosine similarity: 0.9817707538604736
(771), addressbook, State1:state10, State2:state656, Human Classification:2, cosine similarity: 0.9427082538604736
(772), addressbook, State1:state173, State2:state403, Human Classification:2, cosine similarity: 0.8619791269302368
(773), addressbook, State1:state233, State2:state392, Human Classification:2, cosine similarity: 0.8984374403953552
(774), addressbook, State1:state668, State2:state709, Human Classification:2, cosine similarity: 0.8984374403953552
(775), addressbook, State1:state538, State2:state651, Human Classification:2, cosine similarity: 0.8723956942558289
(776), addressbook, State1:state60, State2:state536, Human Classification:2, cosine similarity: 0.9010415077209473
(777), addressbook, State1:state257, State2:state455, Human Classification:2, cosine similarity: 0.8932291269302368
(778), addressbook, State1:state506, State2:state668, Human Classification:2, cosine similarity: 0.901041567325592
(779), addressbook, State1:state400, State2:state660, Human Classification:2, cosine similarity: 0.8749998807907104
(780), addressbook, State1:state8, State2:state560, Human Classification:2, cosine similarity: 0.8463540077209473
(781), addressbook, State1:state39, State2:state624, Human Classification:2, cosine similarity: 0.7708332538604736
(782), addressbook, State1:state27, State2:state340, Human Classification:2, cosine similarity: 0.49739575386047363
(783), addressbook, State1:state27, State2:state697, Human Classification:2, cosine similarity: 0.5026041269302368
(784), addressbook, State1:state706, State2:state724, Human Classification:1, cosine similarity: 0.9999999403953552
(785), addressbook, State1:state243, State2:state538, Human Classification:1, cosine similarity: 0.9791666269302368
(786), addressbook, State1:state681, State2:state690, Human Classification:1, cosine similarity: 0.9999999403953552
(787), addressbook, State1:state501, State2:state589, Human Classification:2, cosine similarity: 0.830729067325592
(788), addressbook, State1:state403, State2:state681, Human Classification:1, cosine similarity: 0.9973958134651184
(789), addressbook, State1:state504, State2:state668, Human Classification:2, cosine similarity: 0.9296874403953552
(790), addressbook, State1:state202, State2:state443, Human Classification:2, cosine similarity: 0.9531248807907104
(791), addressbook, State1:state392, State2:state713, Human Classification:1, cosine similarity: 0.9947916269302368
(792), addressbook, State1:state346, State2:state464, Human Classification:2, cosine similarity: 0.8958332538604736
(793), addressbook, State1:state593, State2:state651, Human Classification:2, cosine similarity: 0.7890624403953552
(794), addressbook, State1:state606, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(795), addressbook, State1:state8, State2:state150, Human Classification:2, cosine similarity: 0.8828123807907104
(796), addressbook, State1:state27, State2:state272, Human Classification:2, cosine similarity: 0.5078123807907104
(797), addressbook, State1:state340, State2:state543, Human Classification:2, cosine similarity: 0.893229067325592
(798), addressbook, State1:state355, State2:state634, Human Classification:2, cosine similarity: 0.9296874403953552
(799), addressbook, State1:state355, State2:state443, Human Classification:2, cosine similarity: 0.8958332538604736
(800), addressbook, State1:state400, State2:state437, Human Classification:1, cosine similarity: 0.9973957538604736
(801), addressbook, State1:state512, State2:state550, Human Classification:1, cosine similarity: 0.9999999403953552
(802), addressbook, State1:state563, State2:state679, Human Classification:1, cosine similarity: 0.9999999403953552
(803), addressbook, State1:state24, State2:state593, Human Classification:2, cosine similarity: 0.690104067325592
(804), addressbook, State1:state8, State2:state278, Human Classification:2, cosine similarity: 0.8619790077209473
(805), addressbook, State1:state38, State2:state249, Human Classification:2, cosine similarity: 0.861979067325592
(806), addressbook, State1:state24, State2:state321, Human Classification:2, cosine similarity: 0.736979067325592
(807), addressbook, State1:state392, State2:state536, Human Classification:1, cosine similarity: 0.9973957538604736
(808), addressbook, State1:state180, State2:state703, Human Classification:2, cosine similarity: 0.8697915077209473
(809), addressbook, State1:state318, State2:state638, Human Classification:2, cosine similarity: 0.8802081942558289
(810), addressbook, State1:state647, State2:state692, Human Classification:2, cosine similarity: 0.8984374403953552
(811), addressbook, State1:state6, State2:state589, Human Classification:2, cosine similarity: 0.846354067325592
(812), addressbook, State1:state216, State2:state389, Human Classification:1, cosine similarity: 0.9843749403953552
(813), addressbook, State1:state54, State2:state344, Human Classification:2, cosine similarity: 0.9088540077209473
(814), addressbook, State1:state397, State2:state538, Human Classification:1, cosine similarity: 0.9973957538604736
(815), addressbook, State1:state252, State2:state523, Human Classification:1, cosine similarity: 0.9895832538604736
(816), addressbook, State1:state697, State2:state709, Human Classification:1, cosine similarity: 0.9999999403953552
(817), addressbook, State1:state526, State2:state606, Human Classification:1, cosine similarity: 0.9973957538604736
(818), addressbook, State1:state412, State2:state532, Human Classification:2, cosine similarity: 0.8932291269302368
(819), addressbook, State1:state434, State2:state523, Human Classification:1, cosine similarity: 0.9973957538604736
(820), addressbook, State1:state141, State2:state526, Human Classification:2, cosine similarity: 0.916666567325592
(821), addressbook, State1:state489, State2:state493, Human Classification:2, cosine similarity: 0.901041567325592
(822), addressbook, State1:state690, State2:state727, Human Classification:1, cosine similarity: 0.9999999403953552
(823), addressbook, State1:state397, State2:state543, Human Classification:2, cosine similarity: 0.8749999403953552
(824), addressbook, State1:state674, State2:state706, Human Classification:2, cosine similarity: 0.8723956942558289
(825), addressbook, State1:index, State2:state315, Human Classification:2, cosine similarity: 0.8671873807907104
(826), addressbook, State1:state176, State2:state455, Human Classification:2, cosine similarity: 0.8697916269302368
(827), addressbook, State1:state434, State2:state681, Human Classification:1, cosine similarity: 0.9973957538604736
(828), addressbook, State1:state272, State2:state437, Human Classification:1, cosine similarity: 0.9999999403953552
(829), addressbook, State1:state33, State2:state75, Human Classification:2, cosine similarity: 0.9609373807907104
(830), addressbook, State1:state10, State2:state647, Human Classification:2, cosine similarity: 0.9427082538604736
(831), addressbook, State1:state532, State2:state593, Human Classification:2, cosine similarity: 0.869791567325592
(832), addressbook, State1:state162, State2:state606, Human Classification:2, cosine similarity: 0.8671873807907104
(833), addressbook, State1:state504, State2:state514, Human Classification:2, cosine similarity: 0.8958332538604736
(834), addressbook, State1:state437, State2:state697, Human Classification:1, cosine similarity: 0.9973958134651184
(835), addressbook, State1:state39, State2:state550, Human Classification:2, cosine similarity: 0.7526041269302368
(836), addressbook, State1:state346, State2:state489, Human Classification:1, cosine similarity: 0.971354067325592
(837), addressbook, State1:state38, State2:state269, Human Classification:2, cosine similarity: 0.861979067325592
(838), addressbook, State1:state508, State2:state560, Human Classification:2, cosine similarity: 0.9531248807907104
(839), addressbook, State1:state39, State2:state479, Human Classification:2, cosine similarity: 0.7552082538604736
(840), addressbook, State1:state6, State2:state33, Human Classification:2, cosine similarity: 0.9114581942558289
(841), addressbook, State1:state550, State2:state624, Human Classification:2, cosine similarity: 0.8697915077209473
(842), addressbook, State1:state3, State2:state597, Human Classification:2, cosine similarity: 0.8463540077209473
(843), addressbook, State1:state141, State2:state638, Human Classification:2, cosine similarity: 0.8567706346511841
(844), addressbook, State1:state355, State2:state543, Human Classification:2, cosine similarity: 0.8906248211860657
(845), addressbook, State1:state29, State2:state560, Human Classification:2, cosine similarity: 0.8541665077209473
(846), addressbook, State1:state489, State2:state606, Human Classification:1, cosine similarity: 0.9999999403953552
(847), addressbook, State1:state138, State2:state523, Human Classification:2, cosine similarity: 0.8619791269302368
(848), addressbook, State1:state403, State2:state523, Human Classification:1, cosine similarity: 0.9999999403953552
(849), addressbook, State1:state506, State2:state718, Human Classification:1, cosine similarity: 0.9973958134651184
(850), addressbook, State1:state364, State2:state389, Human Classification:2, cosine similarity: 0.838541567325592
(851), addressbook, State1:state443, State2:state677, Human Classification:2, cosine similarity: 0.8723957538604736
(852), addressbook, State1:state349, State2:state526, Human Classification:1, cosine similarity: 0.9921874403953552
(853), addressbook, State1:state407, State2:state674, Human Classification:2, cosine similarity: 0.8749998807907104
(854), addressbook, State1:state243, State2:state512, Human Classification:1, cosine similarity: 0.9791666269302368
(855), addressbook, State1:state538, State2:state647, Human Classification:2, cosine similarity: 0.8984374403953552
(856), addressbook, State1:state233, State2:state308, Human Classification:2, cosine similarity: 0.9036457538604736
(857), addressbook, State1:state293, State2:state412, Human Classification:2, cosine similarity: 0.8906248807907104
(858), addressbook, State1:state29, State2:state455, Human Classification:2, cosine similarity: 0.8151041269302368
(859), addressbook, State1:state57, State2:state566, Human Classification:2, cosine similarity: 0.869791567325592
(860), addressbook, State1:state589, State2:state706, Human Classification:2, cosine similarity: 0.8932291269302368
(861), addressbook, State1:state216, State2:state690, Human Classification:2, cosine similarity: 0.947916567325592
(862), addressbook, State1:index, State2:state397, Human Classification:2, cosine similarity: 0.8619790077209473
(863), addressbook, State1:state340, State2:state674, Human Classification:2, cosine similarity: 0.830729067325592
(864), addressbook, State1:state27, State2:state668, Human Classification:2, cosine similarity: 0.5234374403953552
(865), addressbook, State1:state318, State2:state434, Human Classification:1, cosine similarity: 0.9999999403953552
(866), addressbook, State1:state364, State2:state420, Human Classification:2, cosine similarity: 0.885416567325592
(867), addressbook, State1:state6, State2:state75, Human Classification:2, cosine similarity: 0.9036457538604736
(868), addressbook, State1:state5, State2:state479, Human Classification:2, cosine similarity: 0.885416567325592
(869), addressbook, State1:state434, State2:state464, Human Classification:2, cosine similarity: 0.8958332538604736
(870), addressbook, State1:state180, State2:state434, Human Classification:2, cosine similarity: 0.8723957538604736
(871), addressbook, State1:state355, State2:state724, Human Classification:2, cosine similarity: 0.8932291269302368
(872), addressbook, State1:state60, State2:state464, Human Classification:2, cosine similarity: 0.869791567325592
(873), addressbook, State1:state143, State2:state668, Human Classification:2, cosine similarity: 0.9374998211860657
(874), addressbook, State1:state239, State2:state560, Human Classification:2, cosine similarity: 0.8515623807907104
(875), addressbook, State1:state293, State2:state634, Human Classification:2, cosine similarity: 0.8723957538604736
(876), addressbook, State1:state706, State2:state721, Human Classification:1, cosine similarity: 0.9999999403953552
(877), addressbook, State1:state3, State2:state686, Human Classification:2, cosine similarity: 0.8463540077209473
(878), addressbook, State1:state432, State2:state656, Human Classification:2, cosine similarity: 0.901041567325592
(879), addressbook, State1:state27, State2:state506, Human Classification:2, cosine similarity: 0.5052082538604736
(880), addressbook, State1:state54, State2:state202, Human Classification:2, cosine similarity: 0.8984374403953552
(881), addressbook, State1:state202, State2:state479, Human Classification:2, cosine similarity: 0.9505207538604736
(882), addressbook, State1:state165, State2:state403, Human Classification:1, cosine similarity: 0.9505207538604736
(883), addressbook, State1:state504, State2:state697, Human Classification:2, cosine similarity: 0.8932291269302368
(884), addressbook, State1:state550, State2:state606, Human Classification:1, cosine similarity: 0.9999999403953552
(885), addressbook, State1:state593, State2:state634, Human Classification:2, cosine similarity: 0.8671874403953552
(886), addressbook, State1:state272, State2:state560, Human Classification:2, cosine similarity: 0.947916567325592
(887), addressbook, State1:state432, State2:state709, Human Classification:1, cosine similarity: 0.9973958134651184
(888), addressbook, State1:state346, State2:state443, Human Classification:1, cosine similarity: 0.9999999403953552
(889), addressbook, State1:state278, State2:state293, Human Classification:2, cosine similarity: 0.8906248807907104
(890), addressbook, State1:state523, State2:state697, Human Classification:1, cosine similarity: 0.9973958134651184
(891), addressbook, State1:state162, State2:state278, Human Classification:2, cosine similarity: 0.8828124403953552
(892), addressbook, State1:state583, State2:state656, Human Classification:2, cosine similarity: 0.8984374403953552
(893), addressbook, State1:state538, State2:state715, Human Classification:1, cosine similarity: 0.9973958134651184
(894), addressbook, State1:state239, State2:state566, Human Classification:2, cosine similarity: 0.9010416269302368
(895), addressbook, State1:state506, State2:state681, Human Classification:1, cosine similarity: 0.9973958134651184
(896), addressbook, State1:state10, State2:state443, Human Classification:2, cosine similarity: 0.9010415077209473
(897), addressbook, State1:state187, State2:state489, Human Classification:2, cosine similarity: 0.9531248807907104
(898), addressbook, State1:state543, State2:state724, Human Classification:2, cosine similarity: 0.8723956942558289
(899), addressbook, State1:state529, State2:state700, Human Classification:1, cosine similarity: 0.9973958134651184
(900), addressbook, State1:state216, State2:state713, Human Classification:2, cosine similarity: 0.947916567325592
(901), addressbook, State1:state8, State2:state187, Human Classification:2, cosine similarity: 0.8671873807907104
(902), addressbook, State1:state501, State2:state563, Human Classification:2, cosine similarity: 0.8723956942558289
(903), addressbook, State1:state141, State2:state681, Human Classification:2, cosine similarity: 0.916666567325592
(904), addressbook, State1:state10, State2:state397, Human Classification:2, cosine similarity: 0.9036456346511841
(905), addressbook, State1:index, State2:state504, Human Classification:2, cosine similarity: 0.854166567325592
(906), addressbook, State1:state538, State2:state660, Human Classification:2, cosine similarity: 0.8723956942558289
(907), addressbook, State1:state5, State2:state706, Human Classification:2, cosine similarity: 0.8828124403953552
(908), addressbook, State1:state493, State2:state619, Human Classification:1, cosine similarity: 0.9739582538604736
(909), addressbook, State1:state459, State2:state709, Human Classification:2, cosine similarity: 0.9505206942558289
(910), addressbook, State1:state57, State2:state321, Human Classification:2, cosine similarity: 0.8619790077209473
(911), addressbook, State1:state196, State2:state520, Human Classification:1, cosine similarity: 0.9661456942558289
(912), addressbook, State1:index, State2:state321, Human Classification:2, cosine similarity: 0.8437499403953552
(913), addressbook, State1:state243, State2:state272, Human Classification:1, cosine similarity: 0.9921873807907104
(914), addressbook, State1:state690, State2:state703, Human Classification:1, cosine similarity: 0.9999999403953552
(915), addressbook, State1:state407, State2:state459, Human Classification:2, cosine similarity: 0.9505206942558289
(916), addressbook, State1:state143, State2:state517, Human Classification:1, cosine similarity: 0.9270832538604736
(917), addressbook, State1:state5, State2:state713, Human Classification:2, cosine similarity: 0.8828124403953552
(918), addressbook, State1:state493, State2:state692, Human Classification:2, cosine similarity: 0.8984374403953552
(919), addressbook, State1:state10, State2:state651, Human Classification:2, cosine similarity: 0.901041567325592
(920), addressbook, State1:state173, State2:state697, Human Classification:2, cosine similarity: 0.8593748807907104
(921), addressbook, State1:state310, State2:state407, Human Classification:1, cosine similarity: 0.9921874403953552
(922), addressbook, State1:state233, State2:state239, Human Classification:2, cosine similarity: 0.8854165077209473
(923), addressbook, State1:state331, State2:state407, Human Classification:2, cosine similarity: 0.8828123807907104
(924), addressbook, State1:state526, State2:state668, Human Classification:2, cosine similarity: 0.8984374403953552
(925), addressbook, State1:state24, State2:state721, Human Classification:2, cosine similarity: 0.729166567325592
(926), addressbook, State1:state141, State2:state550, Human Classification:2, cosine similarity: 0.916666567325592
(927), addressbook, State1:state275, State2:state550, Human Classification:2, cosine similarity: 0.955729067325592
(928), addressbook, State1:state196, State2:state647, Human Classification:2, cosine similarity: 0.9192706942558289
(929), addressbook, State1:state3, State2:state141, Human Classification:2, cosine similarity: 0.8802081942558289
(930), addressbook, State1:state75, State2:state560, Human Classification:2, cosine similarity: 0.846354067325592
(931), addressbook, State1:state293, State2:state721, Human Classification:2, cosine similarity: 0.893229067325592
(932), addressbook, State1:state6, State2:state397, Human Classification:2, cosine similarity: 0.8854165077209473
(933), addressbook, State1:state33, State2:state432, Human Classification:2, cosine similarity: 0.8385415077209473
(934), addressbook, State1:state27, State2:state514, Human Classification:2, cosine similarity: 0.5052082538604736
(935), addressbook, State1:state443, State2:state703, Human Classification:1, cosine similarity: 0.9999999403953552
(936), addressbook, State1:state150, State2:state583, Human Classification:1, cosine similarity: 0.971354067325592
(937), addressbook, State1:state3, State2:state257, Human Classification:2, cosine similarity: 0.8385415077209473
(938), addressbook, State1:state247, State2:state249, Human Classification:1, cosine similarity: 0.994791567325592
(939), addressbook, State1:state257, State2:state403, Human Classification:2, cosine similarity: 0.893229067325592
(940), addressbook, State1:state434, State2:state724, Human Classification:1, cosine similarity: 0.9999999403953552
(941), addressbook, State1:state16, State2:state589, Human Classification:2, cosine similarity: 0.8281248807907104
(942), addressbook, State1:state508, State2:state514, Human Classification:1, cosine similarity: 0.9999999403953552
(943), addressbook, State1:state141, State2:state275, Human Classification:2, cosine similarity: 0.8671873807907104
(944), addressbook, State1:state138, State2:state403, Human Classification:2, cosine similarity: 0.8645832538604736
